Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Full Description,Twitter,Facebook,LinkedIn,Primary Job Title,Primary Organization,Investor Type,Investment Stage,CB Rank (Investor)
Kintan Brahmbhatt,https://www.crunchbase.com/person/kintan-brahmbhatt,3,,"San Francisco, California, United States","Kintan Brahmbhatt is the Head of Product and Technical Program Management Office for Amazon Music, where he leads global product teams responsible for the Amazon Music experience on Alexa/Echo, mobile, desktop, TV, cars and more.  Prior to that, he was the Head of Products and Marketing for IMDb Everywhere at Amazon.com. He drove product strategy IMDb's mobile business (iOS, Android, Kindle Fire, Windows Phone, http://m.imdb.com), connected devices and web services. He worked on defining the next generation entertainment experiences for Kindle Fire and Amazon Video and launched X-Ray for Vidoes. He started IMDb Games by launching IMDb Trivia game on iPhone. IMDb's mobile apps have been inducted in Hall of Fame by Apple and have been selected as Editor's Choice apps by Google. His recent work at IMDb can be found at http://www.imdb.com/apps/ Prior to Amazon, Kintan spent five years at Microsoft's Unified Communications group as a Program Manager and helped drive several key aspects of Microsoft's Lync products. Prior to Microsoft, Kintan was the founder of Securamed, a healthcare communication platform. Kintan is actively involved as an advisor and investor for high-tech startups in San Francisco Bay Area. His notable investments include Twilio, Shyp, Lovely, Blueshift, Bloomthat, SourceEasy, Chewse and others. Kintan holds an undergraduate degree from Purdue University, where he studied Computer Science and Economics.",http://twitter.com/kintan,,http://www.linkedin.com/in/kintan,"GM, Podcasts (Director)",Amazon,Individual/Angel,Seed,"62,644"
Kyle Harrison,https://www.crunchbase.com/person/kyle-harrison,,,"San Francisco Bay Area, California, United States",Kyle Harrison is a Principal at Index Ventures.,,,https://www.linkedin.com/in/kyle-harrison-9274b278/,Principal,Index Ventures,,,"55,372"
Lee Lefkowitz,https://www.crunchbase.com/person/lee-lefkowitz,,,"San Francisco, California, United States",Lee Lefkowitz is the Head of Recruiting at Outlier.ai,,,https://www.linkedin.com/in/lee-lefkowitz-4314129/,Head of Talent,Outlier,,,"136,561"
Leo Shklovskii,https://www.crunchbase.com/person/leo-shklovskii,,,"New York, New York, United States",Leo Shklovskii is the VP of Engineering at Anomalo. Leo Shklovskii attended Yale University.,,,http://www.linkedin.com/in/leoshklovskii,VP of Engineering,Anomalo,,,"54,686"
Lisa Wu,https://www.crunchbase.com/person/lisa-wu,,,"San Francisco, California, United States","Lisa focuses on early to late stage venture investments across a wide range of sectors at NVP, with an emphasis on consumer Internet. Before joining the NVP team, Lisa worked as an intern in Amazon.com's Worldwide Corporate Development team.  In this role, she identified and evaluated acquisition targets and strategic investments for Amazon and provided strategies for potential expansion.  Prior to Amazon, Lisa worked at Bessemer Venture Partners, where she originated and conducted due diligence on early to growth stage investment opportunities, including several top eCommerce, SaaS, consumer Internet, and healthcare IT companies.  Lisa has also worked in the venture capital arm of Comcast Corporation, and earlier, Lisa founded BANZAI! Fresh, a small business providing high-quality, nutritious foods to schools and hospitals in Northern California.  Lisa began her career in the investment banking group at Merrill Lynch. Lisa holds an MBA from the Wharton School of the University of Pennsylvania with a double major in marketing and entrepreneurial management. While at Wharton, Lisa won first place at the International Venture Capital Investment Competition. Lisa also holds a bachelor of science, with honors, in business administration from the Haas School of Business at the University of California, Berkeley, and a bachelor of arts in psychology from the University of California, Berkeley.",https://twitter.com/vc_lisawu,,https://www.linkedin.com/in/lisa-wu-5190314,Partner,Norwest Venture Partners,Investment Partner,,"60,423"
Lorenzo Calcagni,https://www.crunchbase.com/person/lorenzo-calcagni,,,"Milan, Lombardia, Italy",Lorenzo Calcagni is a Partner at MIP. He Attended King's College London during 2009-2010.,,,https://www.linkedin.com/in/lorenzocalcagni/,Partner,Milano Investment Partners SGR,,"Early Stage Venture, Late Stage Venture, Private Equity","99,685"
Lucas Dickey,https://www.crunchbase.com/person/lucas-dickey,5,,"Los Angeles, California, United States","Lucas Dickey is the Co-Founder and Chief Product Officer of Fernish, a Board Observer at Fractal, and an Angel Investor of Lucas Dickey. He is also an Advisory Board Member at Trellis Research and an Advisor at Chatlingual. Prior to that, he was the Advisory Board Member of Mapfit, the Principal Product Manager at Rival and Atom Tickets, and VP of Product at Thinknear. Earlier in his career, he was also the Head of Product at doubleTwist. Prior to joining doubleTwist, he was product manager for Amazon Cloud Player, Amazon Cloud Drive, Amazon MP3 Uploader, and Amazon MP3. He's also an active angel investor.",http://twitter.com/lucasdickey,http://www.facebook.com/lucasdickey,http://www.linkedin.com/in/lucasdickey,Chief Product Officer and Co-Founder,Fernish,Individual/Angel,Seed,"50,186"
Mahmudul Hasan Farabi,https://www.crunchbase.com/person/mahmudul-hasan-farabi,,,"Chittagong, Bangladesh, Asia","Mahmudul Hasan Muttakin better known as Farabi is a Bangladeshi Musician, Author, Photographer & Content Creator who started his career on 2019. Farabi was born on 12th September, 2000. Farabi Also expert on Editing, Singing, Writing. He becomes as a Musical Artist by his first song (name: ""Jochnar Alo""). He performed on concert & festival. He already released this song (attached before) by his own label ""Taaking's Studio"" Taaking's Studio made by Mahmudul Hasan Farabi. It's a label for publishing music to audiences. It has media platform for better familiar. Farabi is a media personality so he has top social media like Facebook, Instagram, Twitter, Deezer. Farabi lives in Chittagong city of Bangladesh. B.Baria is his Hometown. He is from a Muslim Family. His father name is Mohammad Minhazul Karim who is a professional Writer. He has a best friend, Tawsif Reza who also a Musical Artist as like him. Farabi has a big dream to working for animal.",,https://www.facebook.com/mahmudulhasan.farabi.98,,,,,Private Equity,"108,771"
Marc Austin,https://www.crunchbase.com/person/marc-austin,5,1,"Seattle, Washington, United States","I am currently a part-time angel investor focused on Internet of Things applications and infrastructure, and I am a full-time leader in the Service Provider Business Unit at Cisco. I have founded two mobile software companies both with successful exits, and I helped Jasper with a $1.4 billion exit to Cisco. I have also managed large businesses at Amazon, AT&T, Cisco and Disney. I love creating product-market fit at the front-end of big market opportunities like 5G. This is what gets me out of bed in the morning, the same way creating great customer experiences for internet retail, smartphones, mobile apps, e-books and digital media has fueled my career to date.",,,https://www.linkedin.com/in/austinmarc/,Global Sales Enablement and Customer Success for Cisco Crosswork Network Automation,Cisco,Individual/Angel,"Early Stage Venture, Seed","83,066"
Marc Onetto,https://www.crunchbase.com/person/marc-onetto,1,,"Seattle, Washington, United States","Marc Onetto has served as a member of our Board of Directors since January 2014.  Since 2013, Marc Onetto has provided executive leadership consulting through his company “Leadership from the Mind and the Heart LLC.” From 2006 to 2013, Marc Onetto was the Senior Vice President of Worldwide Operations and Customer Service at Amazon.com. In this role, he led the supply chain, warehousing, transportation and customer support operations of the largest e-retailer in the world. From 2003 to 2006, he was Executive Vice President of Worldwide Operations for Solectron, which was acquired by Flextronics in 2007.  Prior to Solectron, he had a successful 15 year career with GE where his last assignment was Vice President of GE European operations.  Before that, Marc Onetto held several senior leadership positions at GE Medical Systems as Europe Service Vice President, Global CIO, and Head of Global Quality and Officer in charge of Global Manufacturing and Supply Chain.  Marc Onetto was also one of GE’s Six Sigma pioneers and spearheaded the globalization and quality transformation of GE Medical Systems.",,,https://www.linkedin.com/in/marc-onetto-8a45a5,Principal Owner,Leadership from the Heart and Mind,"Investment Partner, Individual/Angel",Seed,"54,768"
Marcus Polke,https://www.crunchbase.com/person/marcus-polke,,,"Berlin, Berlin, Germany","Marcus is a Managing Partner.  He’s an experienced Venture Capital investor with an extensive background in building and financing digital businesses, making them work and assembling world-class teams. As an investor in European technology companies, he’s been working closely with several high profile companies successfully exited to strategic and Private Equity buyers. Before joining signals Venture Capital, he worked at renowned Growth and Later Stage VC Acton Capital Partners for many years, and as a Venture Partner for Henq Capital Partners from The Netherlands. Prior to becoming a VC, he ran the European business of Abebooks.com (sold to Amazon.com in 2008) as Managing Director, led all e-commerce activities at AOL Germany and was one of the first people to work for Amazon Germany. He holds a degree in Economics and Management from Technical University of Berlin. Marcus is a long distance runner, too, something that fits nicely with the long-term perspective they are taking with their portfolio companies.",https://twitter.com/PolkeMarcus,,http://www.linkedin.com/in/marcuspolke,Managing Partner,signals Venture Capital,Investment Partner,"Early Stage Venture, Seed","89,099"
Mariana Correa,https://www.crunchbase.com/person/mariana-correa,,,"São Paulo, Sao Paulo, Brazil",,,,https://www.linkedin.com/in/mariana-correa-0411011b/,Operations Finance Manager,Amazon,,,"190,071"
Mark Britto,https://www.crunchbase.com/person/mark-britto,12,3,"San Francisco, California, United States","With over 20 years as an entrepreneur, sales and financial services executive, Mark Britto is responsible for making BOKU the leading mobile payments platform. Mark joins BOKU after six years as the CEO of Ingenio, a service marketplace and performance advertising company, which he led to a 2007 acquisition by AT&T. Prior to Ingenio, Mark spent 4 years as SVP of worldwide services and sales at Amazon.com, where he signed landmark deals with brands such as Toys R Us, Borders, Circuit City and Target. Mark's first start-up, Accept.com, was bought by Amazon.com in 1999 and served as the primary backbone of Amazon's global payments platform. Mark began his career in senior credit and risk management roles at leading national banks FirstUSA and Bank of America.",,http://www.facebook.com/mbritto,https://www.linkedin.com/in/markbritto/,EVP Global Sales and Credit,PayPal,Individual/Angel,Seed,"40,021"
Mark Peek,https://www.crunchbase.com/person/mark-peek,,,"San Francisco Bay Area, California, United States","Mark Peek is managing director and co-head at Workday Ventures, and oversees Workday’s investments in emerging enterprise technologies. Previously, from 2015 to 2018, Mark served as co-president, and from 2012 to 2016, served as chief financial officer.  Prior to joining Workday as chief financial officer in June 2012, Mark served as co-president and chief financial officer at VMware, a global leader in virtualization and cloud infrastructure. During his five years at VMware, Mark led the company’s IPO and helped to build the finance and business operations infrastructure as the company scaled to become a large enterprise software provider. From 2000 to 2007, Mark was senior vice president and chief accounting officer at Amazon.com. Mark also spent 10 years as a partner at Deloitte. Mark has served on the board of directors for Trimble Navigation since 2010, was previously on the board of directors for Workday from 2011 to 2012, and currently sits on the advisory board of the Michael G. Foster School of Business at the University of Washington.  Mark graduated summa cum laude with a bachelor's degree in accounting and business administration from Minnesota State University.",,,http://www.linkedin.com/pub/mark-peek/9/6a4/97,,,Investment Partner,,"66,879"
Markus Feigelbinder,https://www.crunchbase.com/person/markus-feigelbinder,,,"Munich, Bayern, Germany",Austrian serial tech founder. Building data-based consumer products for more than 14 years.,,,https://linkedin.com/in/feigelbinder,,,,"Early Stage Venture, Secondary Market, Seed","135,544"
Matt Gibstein,https://www.crunchbase.com/person/matthew-gibstein,5,,"Palo Alto, California, United States",,http://twitter.com/MattGibstein,,http://linkedin.com/in/mattgibstein,,,Individual/Angel,"Early Stage Venture, Seed","43,923"
Matt Williams,https://www.crunchbase.com/person/matt-williams-2,1,1,"Los Angeles, California, United States","Matt is a life-long entrepreneur with family roots in the construction industry. The son of an architect, Matt experienced the frustration around major home improvement projects from an early age. After a 10 year tenure as an executive at Amazon, Matt was inspired to build Pro.com — a company that could offer a more convenient, personal, and reliable construction experience to homeowners across the country.",https://twitter.com/talktomw,http://www.facebook.com/gdaymatt,https://www.linkedin.com/in/mattwilliams6,Co-Founder & Chief Executive Officer,Pro.com,Individual/Angel,Seed,"48,491"
Matthew Morrison O'Connor,https://www.crunchbase.com/person/matthew-morrison-o-connor,,,"Los Angeles, California, United States",,https://twitter.com/morrisonoc,,https://www.linkedin.com/in/mmorrisonoconnor/,Co-Founder,AdQuick,,,"91,952"
Meng (JJ) Jiang,https://www.crunchbase.com/person/meng-jiang,,,"New York, New York, United States","Meng (JJ) Jiang is the VP and GM, International at StockX. He attended in Rochester Institute of Technology.",,,https://www.linkedin.com/in/mengjiang,"VP / GM, International",StockX,,,"120,385"
Michael Black,https://www.crunchbase.com/person/michael-black-4,4,1,"Stuttgart, Baden-Wurttemberg, Germany","Michael Black received his B.Sc. from the University of British Columbia (1985), his M.S. from Stanford (1989), and his Ph.D. from Yale University (1992). He has held positions at the University of Toronto, Xerox PARC, and Brown University. He is an Honorarprofessor at the University of Tuebingen and one of the founding directors at the Max Planck Institute for Intelligent Systems in Tübingen, Germany, where he leads the Perceiving Systems department. He was a Distinguished Amazon Scholar (VP, 2017-2021). His work has won several awards including the IEEE Computer Society Outstanding Paper Award (1991), Honorable Mention for the Marr Prize (1999 and 2005), the 2010 Koenderink Prize, the 2013 Helmholtz Prize, and the 2020 Longuet-Higgins Prize. He is a member of the German National Academy of Sciences Leopoldina and a foreign member of the Royal Swedish Academy of Sciences. In 2013 he co-founded Body Labs Inc., which was acquired by Amazon in 2017.",https://twitter.com/Michael_J_Black,https://www.facebook.com/perceivingsystems,https://www.linkedin.com/in/michael-j-black-41751114/?originalSubdomain=de,,,Individual/Angel,"Convertible Note, Seed","65,155"
Michele Giliberti,https://www.crunchbase.com/person/michele-giliberti,1,,"Milan, Lombardia, Italy",,https://twitter.com/michegil,https://www.facebook.com/mic.giliberti,https://www.linkedin.com/in/michelegiliberti,Head of Partner Marketing Global - Amazon Advertising,Amazon,Individual/Angel,Seed,"96,091"
Michelle Wilson,https://www.crunchbase.com/person/l-michelle-wilson,2,,"Seattle, Washington, United States","Michelle Wilson is a director and helped with the initial public offerings at Pinterest, Inc. (NYSE:PINS), Okta, Inc. (NASDAQ:OKTA), and Zendesk, Inc. (NYSE:ZEN).   At Pinterest, Michelle acts as lead director, chairs the Compensation Committee and serves on the Audit Committee.  Michelle chairs the Nominating and Corporate Governance Committees at Okta and Zendesk.  Michelle also serves on the Okta Compensation Committee and the Zendesk Audit Committee.  She was previously a director and served on the Audit Committee at Stripe, Inc. Michelle previously was a senior executive at Amazon.com for thirteen years, acting as general counsel from 1999 to 2012 and head of human resources from 2001 to 2003.  She was promoted to Senior Vice President in 2001 and participated in operating and strategic decisions across the company’s retail, cloud computing, content, and hardware businesses. Her areas of expertise include scaling and management in hyper growth, proactive customer service and engagement, international expansion, talent acquisition, public and government relations strategy, mergers and acquisitions, and strategic relationships. Prior to Amazon, Michelle was a partner at Perkins Coie LLP and a member of the firm's executive committee.  She directed the legal teams for acquisitions, public offerings, and venture capital financings and advised boards of directors on corporate governance. Michelle received her Juris Doctor, cum laude, from the University of Chicago School of Law and her Bachelor of Arts in Business Administration (Finance), summa cum laude, from the University of Washington.",,,https://www.linkedin.com/in/michelle-wilson-14792552,Board Member,Pinterest,Individual/Angel,,"57,026"
Mike Bassani,https://www.crunchbase.com/person/mike-bassani,,,"Seattle, Washington, United States",Mike Bassani  is the General Manager of Supply Chain at Microsoft. Mike attended Penn State University.,,,https://LinkedIn.com/in/mikebassani,General Manger,Microsoft,,Seed,"135,439"
Mike George,https://www.crunchbase.com/person/mike-george,1,,"Seattle, Washington, United States",,,,https://www.linkedin.com/in/mgeorge2,President,Bezos Academy,Individual/Angel,Seed,"47,549"
Morgan Wandell,https://www.crunchbase.com/person/morgan-wandell,,,"Los Angeles, California, United States","Morgan Wandell is a television executive and producer who has extensive experience in all aspects of content development, production, and management. Over his career, he has shepherded numerous acclaimed shows from conception to broadcast, including Amazon Studios’ Emmy award-winning show “The Man in the High Castle,” and the Golden Globe award-winning show “Goliath.” ",https://twitter.com/MorganWandell,https://www.facebook.com/mwandell,https://www.linkedin.com/in/mwandell/,,,,,"130,807"
Naveen Prasad,https://www.crunchbase.com/person/naveen-prasad,1,,"Berlin, Berlin, Germany","Naveen Prasad is a serial entrepreneur, an active investor and advisor. Currently Founder & MD at Group Agilis (Agilis Capital & Agilis Advisors), he manages a couple of Billion dollars of transactions. In the very first year of operations, he built a pipeline of ~$1 Billion and spearheads the leadership team. Prior to Agilis, he was part of the founding team at Blackbill Internet (now Finiata) (7 digit seed funding, 8 digit refinancing line). Previously, he founded MinRP.com (exited). Apart from building his own ventures, Naveen has also contributed to the success of MNCs and start-ups: He was the Chief Product Officer at Lendico (acquired by ING Diba) and the Head of Product at Kreditech, where he led the product team, executing a series of strategical initiatives across the lending products at Kreditech, playing a pivotal role in closing a US$103 million Series C funding round. Before Kreditech, he was handling product initiatives for 10+ product lines at Amazon and has a strong eCommerce background. With almost seven years of experience in product management, consulting, and product development, Naveen has led product, design and content teams on projects for both enterprise clients and startups. He is passionate about driving product strategies and innovations that delight consumers and exceed business expectations.  Prior to Kreditech, Naveen was product and program Manager at Amazon, handling projects ranging from pricing and promotions, competitive research, selection expansion, vendor recruitment, CX, to process improvements for hardlines (10+ product lines). In 2011, he founded his own start-up MinRP, a price comparison website based out of India. Naveen specializes in internet industry, retail, fintech, and financial services and is backed by solid credentials including MBA in International Management, Engineering and Analytical expertise.",,,https://www.linkedin.com/in/naveenkp,,,Individual/Angel,,"77,760"
Navid Hadzaad Javaherian,https://www.crunchbase.com/person/navid-hadzaad,5,1,"New York, New York, United States",Navid Hadzaad Javaherian is the founder of Zapp.,https://twitter.com/navidtweets,https://www.facebook.com/navidjavaherian,https://www.linkedin.com/in/navidjavaherian,Co-Founder,Zapp,Individual/Angel,,"11,148"
Neil Roseman,https://www.crunchbase.com/person/neil-roseman,,,"Seattle, Washington, United States","Neil Roseman is an independent advisor and entrepreneur in Seattle WA. Roseman founded and was the CEO of Evri.com, which is developing a new way for people to discover and engage with content on the web by using a deep natural-language approach.  Prior to joining evri, Neil Roseman spent more than nine years at Amazon.com, largely as Vice President of Technology. He was responsible for Amazon.com's Digital Media Technologies and Amazonâ€™s Global Subscriptions Platform. In this role, Roseman developed products and software for efforts such as Search Inside the Book, Amazon Unbox Digital Video and the launch of the Amazon MP3 service.  The Subscriptions Platform, which Roseman designed and built with a small team, is used globally by Amazon Prime, Amazon DVD Rental (in the UK and Germany) and other Amazon.com services. Prior to this, Roseman was responsible for many of Amazon's most successful product launches, including Music and DVD stores, Marketplace (Amazon's 3rd-party business), Amazon China and the initial Amazon Web Services product.   Before joining Amazon.com, Roseman was at pioneering internet music ecommerce startup Music Boulevard. Prior to Music Boulevard, Roseman was the Senior Engineer at BIOSIS (now part of Thompson Reuters Scientific), which indexes and provides search tools for information the global biology and the life sciences communities.   Roseman holds a B.S. in Biology from Temple University.",,,https://www.linkedin.com/in/neilroseman,Technologist in Residence,Summit Partners,Investment Partner,,"54,294"
Nikhil Saraf,https://www.crunchbase.com/person/nikhil-saraf-3,,,"San Francisco, California, United States","Nikhil Saraf is a Software Engineer, Entrepreneur, and Angel Investor based out of San Francisco.",https://twitter.com/nikhilsaraf9,,https://www.linkedin.com/in/sarafnikhil/,,,,"Crowdfunding, Early Stage Venture, Initial Coin Offering, Secondary Market, Seed","197,658"
Owen Van Natta,https://www.crunchbase.com/person/owen-van-natta,31,12,"San Francisco, California, United States","Owen Van Natta is currently Founder and Managing Partner of Prefix Capital, an early stage investment fund founded in 2019. Owen is also a Founder and Managing Partner at 415 Investments.  Previously, Owen was the Executive Vice President of Business at Zynga. He was responsible for the company's revenue strategy, corporate development, international expansion, and brand. Owen was also a member of Zynga's Board of Directors. Before Zynga, Owen served as Chief Executive Officer of MySpace, where he was responsible for all aspects of the company's strategic vision and the execution of its global business initiatives. Owen joined the MySpace team after serving as the Chief Executive Officer of Project Playlist, a music sharing website allowing users to search for music, create custom playlists, and share the content with friends. Prior to Project Playlist, Van Natta was the Chief Operating Officer at Facebook, where he focused on revenue operations, business development, and strategic partnerships.   Earlier in his career, Owen was Vice President of Worldwide Business and Corporate Development at Amazon.com, where he managed global marketing programs and strategic partnerships. He was part of the founding team of A9.com, the Amazon.com search company, and was responsible for site operations and sponsored-link advertising. Owen holds a bachelor's degree from the University of California at Santa Cruz.",,,https://www.linkedin.com/in/owen-van-natta-444a7/,Founder and Managing Partner,Prefix Capital,"Investment Partner, Individual/Angel",Seed,"18,211"
Parthesh Shastri,https://www.crunchbase.com/person/parthesh-shastri,,,"Los Gatos, California, United States",Parthesh is a Connected Industry pioneer and veteran with over a decade of experience of launching connected services.,,,http://www.linkedin.com/in/shastri,,,,,"215,706"
Patrick Larsen,https://www.crunchbase.com/person/patrick-larsen,,,"Greater Seattle Area, Washington, United States","Former Amazon business manager ($100M P&L). M&A investment banking, marketing analytics, and e-commerce startups. Chicago Booth MBA. US Air Force Academy grad and former Navy helicopter mission commander.",https://twitter.com/patricklarsen,,https://www.linkedin.com/in/patlarsen1/,CEO & Cofounder,ZenLedger,,,"82,073"
Patrick Wyatt,https://www.crunchbase.com/person/patrick-wyatt,1,1,"Seattle, Washington, United States",Patrick Wyatt is a co-founder of One More Games.,,,https://www.linkedin.com/in/patrickwyatt,Founder & CEO,One More Game,Individual/Angel,Seed,"66,873"
Paul Rourke,https://www.crunchbase.com/person/paul-rourke,1,,"London, England, United Kingdom",Paul Rourke is the Sr. Partner Development Manager - Global at Amazon Web Services. Paul Rourke attended Matthew Arnold.,https://twitter.com/Paul_Rourke_,,https://www.linkedin.com/in/paulrourke/?originalSubdomain=uk,Sr. Partner Development Manager - Global,Amazon Web Services,Individual/Angel,"Crowdfunding, Early Stage Venture, Late Stage Venture, Non Equity Assistance, Seed, Venture","151,230"
Peter Zatloukal,https://www.crunchbase.com/person/peter-zatloukal,,,"Seattle, Washington, United States","Peter Zatloukal joined Apple as Engineering Director, AI/ML in 2020.",,,https://www.linkedin.com/in/peterzat/,"Engineering Director, AI/ML",Apple,,,"100,900"
Philip Green,https://www.crunchbase.com/person/philip-green,5,,"London, England, United Kingdom","Phil studied finance and accounting at Salford University and went on to qualify as a management accountant shortly after.  He has worked for various retail, FMCG and tech companies over the last 20 years, with 8 years spent working for Amazon, where he held various finance roles and learned about scaling a business. His most recent role was leading finance for Amazon’s European Operations, before joining Deliveroo in 2016 as CFO, helping scale the organization rapidly.  Although his favorite job ever was investing in bars in Germany and Austria.  Outside work Phil has 4 children, is engaged with a number of European based Start-ups and small enterprises covering various industries such as VR/AR, Media, Security, Software, and e-commerce. ",,,https://www.linkedin.com/in/philip-green-35b38210/,,,Individual/Angel,,"29,978"
Pierre Brunelle,https://www.crunchbase.com/person/pierre-brunelle,,,"Seattle, Washington, United States",I do stuff that I like and hope people will like it. Opinions..my own. Product Manager AI/ML ~ Building Engineer ~ Decision Science | Ex @Amazon @AWS @Siemens,https://twitter.com/PiRBrunelle,https://www.facebook.com/geltep,https://www.linkedin.com/in/brunellepe,Owner,Global Design Distribution,,"Post-Ipo, Private Equity, Seed","128,297"
Pieter Kemps,https://www.crunchbase.com/person/pieter-kemps,1,1,"Singapore, Central Region, Singapore","Pieter Kemps is responsible for establishing and managing Amazon’s relations with the Startup and Venture Capital community in Asia. He engages frequently with the leading Incubators and VC's across the region and helps them to create value in their portfolio companies by leveraging the AWS platform. In doing so, he supports startups that use AWS to better develop, market, and monetize their offerings, and connects them with VC’s where appropriate. He has an MBA from University of Chicago Booth School of Business (Summa Cum Laude), specialized in Entrepreneurship & Venture Capital. Pieter has been in South East Asia for 8 years and works closely with the startup eco-system in Singapore. He truly enjoys working with startups, and spends lots of time with them in Manila, Bangkok, KL and even Seoul, Taipei and Hong Kong. He is a mentor for GSF Accelerator in India and has been speaking at Echelon, TechVentures, beLaunch, TechSparks, and more.",http://twitter.com/P_Kemps,http://www.facebook.com/pieter.kemps.9,https://www.linkedin.com/in/pieterkemps,Principal,Sequoia Capital,"Investment Partner, Individual/Angel",,"29,415"
Prakash Bulusu,https://www.crunchbase.com/person/prakash-bulusu,1,,"Bengaluru, Karnataka, India",,,,https://in.linkedin.com/in/prakashb,"Vice President, Customer Behavior Analytics and Site Leader Consumer Engagement India",Amazon,Individual/Angel,Seed,"63,879"
Prakash Deivakani,https://www.crunchbase.com/person/prakash-deivakani,,,"Chennai, Tamil Nadu, India",Senior Software Engineer at Freshworks.,https://twitter.com/cegprakash,https://facebook.com/cegprakash,https://in.linkedin.com/in/cegprakash,,,,,"125,434"
Prasanna Krishnamoorthy,https://www.crunchbase.com/person/prasanna-krishnamoorthy,,,"Bangalore, Karnataka, India",,https://twitter.com/prasanna_says,,https://www.linkedin.com/in/prasannainindia/en,Partner,Upekkha Value SaaS Accelerator,Investment Partner,,"108,025"
Rahul Abhishek,https://www.crunchbase.com/person/rahul-abhishek,,,"India, Asia","Developer who has passion for building clean web/mobile applications with intuitive functionality. Enjoy the process of turning ideas into reality using creative solutions. Always curious about learning new skills, tools, and concepts. In addition to working on various solo full stack projects, Have worked with my creative teams, which involves daily stand-ups and communications, source control, and project management.",,https://fb.com/TheRahulAbhishek,https://www.linkedin.com/in/therahulabhishek/,CEO,Xgen Coders Inc.,,"Initial Coin Offering, Private Equity","56,559"
Rajan Bala,https://www.crunchbase.com/person/rajan-bala,,,"San Jose, California, United States","Rajan Bala served as the Sr. Software Development Manager at Amazon. He was the Co-Founder and VP of Engineering of Hiku, a virtual grocery shopping assistant. Attended at Carleton University.",http://twitter.com/rajan2k,,http://www.linkedin.com/in/rajanbala,,,,,"75,757"
Rajeev Dham,https://www.crunchbase.com/person/rajeev-dham,,,"San Francisco, California, United States","Rajeev joined Sapphire Ventures in 2013, bringing with him broad technology investing experience. Rajeev’s investment focus is split between SaaS businesses as well as category-defining innovators in financial technology and healthcare. Since joining Sapphire, Rajeev has been involved in 20+ investments and dozens of boards.  Rajeev has led investments in and supports the boards of Catchpoint, LeanData, Livongo, Outreach, Pendo and Reltio.   Rajeev’s previous investments at Sapphire include:  Alteryx (NYSE: AYX), Cloudhealth (acquired by VMWare) and Krux (acquired by SalesForce). Rajeev also led the firm’s investment in Transferwise, and worked on investments in Looker, Nutanix (NASDAQ: NTNX), Square (NYSE: SQ), Localytics, Punchh, PubNub amongst others. Previously, Rajeev worked for Silver Lake, a technology-focused private equity firm, where he evaluated middle-market and growth equity investments across the software and internet sectors. Prior to his private equity career, Rajeev worked for the investment banking division of Goldman Sachs. He also spent time during business school working with Amazon’s corporate development group. Rajeev holds an MBA from Harvard Business School and received a bachelor’s in business administration from the University of Southern California, where he graduated magna cum laude.",https://twitter.com/rajeevdham,,https://www.linkedin.com/in/rajeev-dham-79332812/,Partner,Sapphire Ventures,Investment Partner,Late Stage Venture,"27,805"
Rakesh Mathur,https://www.crunchbase.com/person/rakesh-mathur,5,,"San Francisco, California, United States","Rakesh is a co-founder of Webaroo. He has been a founder of three technology start up companies in the past 10 years and also an early stage investor in several other companies. He was a founder and CEO of Junglee, whose virtual database technology led to the creation of comparison shopping on the Internet. Junglee was acquired by Amazon.com in 1998. He founded Armedia, which was one of the first companies with chip designs for the video component of the DVD standard. Armedia was acquired by Broadcom in 1999. He also founded PurpleYogi, now Stratify which provides enterprise solutions to the management of unstructured data. Rakesh is a board member of Geodesic, a BSE listed company whose Mundu Instant Messenger is used by millions of people. Rakesh was recognized as a member of the 1998 Upside 100, the 2001 India Today Global 100 and Junglee technology was given the Computerworld - Smithsonian award as one of the top five technologies of 1998. Rakesh received his MS from the University of Texas at Arlington and his B.Tech from IIT Bombay.",,,https://www.linkedin.com/in/mathurrakesh,Co-Founder & CEO,Whiterabbit.ai,Individual/Angel,Seed,"18,929"
Ram Shriram,https://www.crunchbase.com/person/ram-shriram,32,9,"Menlo Park, California, United States","Ram Shriram has served as a member of our board of directors since September 1998. Ram has been a managing partner of Sherpalo Ventures, LLC, an angel venture investment company, since January 2000.  From August 1998 to September 1999, Ram served as Vice President of Business Development at Amazon.com, Inc., an e-commerce company.  Prior to that, Ram served as President at Junglee Corporation, a provider of database technology, which was acquired by Amazon.com in 1998.  Ram was an early member of the executive team at Netscape Communications Corporation.  Ram is also on the board of trustees of Stanford University. Ram holds a Bachelor of Science degree in mathematics from the University of Madras, India.",,,,Founder & Managing Partner,Sherpalo Ventures,"Investment Partner, Individual/Angel",Seed,"8,648"
